Access_Point_Name,BSSID-MAC,SSID-2.4_and_5 

wap-0563-20,44:12:44:6c:50:80,IllinoisNet

wap-0563-20,44:12:44:6c:50:82,IllinoisNet_Guest

wap-0563-20,44:12:44:6c:50:81,eduroam

wap-0563-20,44:12:44:6c:50:62,IllinoisNet_Guest

wap-0563-20,44:12:44:6c:50:61,eduroam

wap-0563-20,44:12:44:6c:50:60,IllinoisNet

wap-0563-21,44:12:44:6e:40:10,IllinoisNet

wap-0563-21,44:12:44:6e:40:12,IllinoisNet_Guest

wap-0563-21,44:12:44:6e:40:11,eduroam

wap-0563-21,44:12:44:6e:3f:f2,IllinoisNet_Guest

wap-0563-21,44:12:44:6e:3f:f1,eduroam

wap-0563-21,44:12:44:6e:3f:f0,IllinoisNet

wap-0563-22,44:12:44:6a:eb:21,eduroam

wap-0563-22,44:12:44:6a:eb:22,IllinoisNet_Guest

wap-0563-22,44:12:44:6a:eb:20,IllinoisNet

wap-0563-22,44:12:44:6a:eb:02,IllinoisNet_Guest

wap-0563-22,44:12:44:6a:eb:01,eduroam

wap-0563-22,44:12:44:6a:eb:00,IllinoisNet

wap-0563-23,44:12:44:6c:c7:01,eduroam

wap-0563-23,44:12:44:6c:c7:00,IllinoisNet

wap-0563-23,44:12:44:6c:c7:02,IllinoisNet_Guest

wap-0563-23,44:12:44:6c:c6:e1,eduroam

wap-0563-23,44:12:44:6c:c6:e2,IllinoisNet_Guest

wap-0563-23,44:12:44:6c:c6:e0,IllinoisNet

wap-0563-24,44:12:44:6a:58:82,IllinoisNet_Guest

wap-0563-24,44:12:44:6a:58:81,eduroam

wap-0563-24,44:12:44:6a:58:80,IllinoisNet

wap-0563-24,44:12:44:6a:58:62,IllinoisNet_Guest

wap-0563-24,44:12:44:6a:58:61,eduroam

wap-0563-24,44:12:44:6a:58:60,IllinoisNet

wap-0563-25,44:12:44:69:9d:f0,IllinoisNet

wap-0563-25,44:12:44:69:9d:f1,eduroam

wap-0563-25,44:12:44:69:9d:f2,IllinoisNet_Guest

wap-0563-25,44:12:44:69:9d:d0,IllinoisNet

wap-0563-25,44:12:44:69:9d:d1,eduroam

wap-0563-25,44:12:44:69:9d:d2,IllinoisNet_Guest

wap-0563-26,44:12:44:69:be:32,IllinoisNet_Guest

wap-0563-26,44:12:44:69:be:31,eduroam

wap-0563-26,44:12:44:69:be:30,IllinoisNet

wap-0563-26,44:12:44:69:be:10,IllinoisNet

wap-0563-26,44:12:44:69:be:12,IllinoisNet_Guest

wap-0563-26,44:12:44:69:be:11,eduroam

wap-0563-27,44:12:44:6e:2a:20,IllinoisNet

wap-0563-27,44:12:44:6e:2a:21,eduroam

wap-0563-27,44:12:44:6e:2a:22,IllinoisNet_Guest

wap-0563-27,44:12:44:6e:2a:00,IllinoisNet

wap-0563-27,44:12:44:6e:2a:02,IllinoisNet_Guest

wap-0563-27,44:12:44:6e:2a:01,eduroam

wap-0563-28,44:12:44:69:55:30,IllinoisNet

wap-0563-28,44:12:44:69:55:31,eduroam

wap-0563-28,44:12:44:69:55:32,IllinoisNet_Guest

wap-0563-28,44:12:44:69:55:12,IllinoisNet_Guest

wap-0563-28,44:12:44:69:55:10,IllinoisNet

wap-0563-28,44:12:44:69:55:11,eduroam

wap-0563-29,44:12:44:6d:92:a0,IllinoisNet

wap-0563-29,44:12:44:6d:92:a1,eduroam

wap-0563-29,44:12:44:6d:92:a2,IllinoisNet_Guest

wap-0563-29,44:12:44:6d:92:82,IllinoisNet_Guest

wap-0563-29,44:12:44:6d:92:81,eduroam

wap-0563-29,44:12:44:6d:92:80,IllinoisNet

wap-0563-30,44:12:44:6e:2f:32,IllinoisNet_Guest

wap-0563-30,44:12:44:6e:2f:31,eduroam

wap-0563-30,44:12:44:6e:2f:30,IllinoisNet

wap-0563-30,44:12:44:6e:2f:12,IllinoisNet_Guest

wap-0563-30,44:12:44:6e:2f:11,eduroam

wap-0563-30,44:12:44:6e:2f:10,IllinoisNet

wap-0563-31,44:12:44:6a:57:f0,IllinoisNet

wap-0563-31,44:12:44:6a:57:f2,IllinoisNet_Guest

wap-0563-31,44:12:44:6a:57:f1,eduroam

wap-0563-31,44:12:44:6a:57:d0,IllinoisNet

wap-0563-31,44:12:44:6a:57:d2,IllinoisNet_Guest

wap-0563-31,44:12:44:6a:57:d1,eduroam

wap-0563-32,44:12:44:6e:07:70,IllinoisNet

wap-0563-32,44:12:44:6e:07:71,eduroam

wap-0563-32,44:12:44:6e:07:72,IllinoisNet_Guest

wap-0563-32,44:12:44:6e:07:50,IllinoisNet

wap-0563-32,44:12:44:6e:07:51,eduroam

wap-0563-32,44:12:44:6e:07:52,IllinoisNet_Guest

wap-0563-33,44:12:44:6d:39:c0,IllinoisNet

wap-0563-33,44:12:44:6d:39:c1,eduroam

wap-0563-33,44:12:44:6d:39:c2,IllinoisNet_Guest

wap-0563-33,44:12:44:6d:39:a0,IllinoisNet

wap-0563-33,44:12:44:6d:39:a1,eduroam

wap-0563-33,44:12:44:6d:39:a2,IllinoisNet_Guest

wap-0563-34,44:12:44:6a:05:d0,IllinoisNet

wap-0563-34,44:12:44:6a:05:d2,IllinoisNet_Guest

wap-0563-34,44:12:44:6a:05:d1,eduroam

wap-0563-34,44:12:44:6a:05:b2,IllinoisNet_Guest

wap-0563-34,44:12:44:6a:05:b1,eduroam

wap-0563-34,44:12:44:6a:05:b0,IllinoisNet

wap-0563-35,44:12:44:6b:da:90,IllinoisNet

wap-0563-35,44:12:44:6b:da:91,eduroam

wap-0563-35,44:12:44:6b:da:92,IllinoisNet_Guest

wap-0563-35,44:12:44:6b:da:70,IllinoisNet

wap-0563-35,44:12:44:6b:da:71,eduroam

wap-0563-35,44:12:44:6b:da:72,IllinoisNet_Guest

wap-0563-36,44:12:44:6d:ec:12,IllinoisNet_Guest

wap-0563-36,44:12:44:6d:ec:11,eduroam

wap-0563-36,44:12:44:6d:ec:10,IllinoisNet

wap-0563-36,44:12:44:6d:eb:f0,IllinoisNet

wap-0563-36,44:12:44:6d:eb:f2,IllinoisNet_Guest

wap-0563-36,44:12:44:6d:eb:f1,eduroam

wap-0563-37,44:12:44:6d:cd:b0,IllinoisNet

wap-0563-37,44:12:44:6d:cd:b1,eduroam

wap-0563-37,44:12:44:6d:cd:b2,IllinoisNet_Guest

wap-0563-37,44:12:44:6d:cd:90,IllinoisNet

wap-0563-37,44:12:44:6d:cd:91,eduroam

wap-0563-37,44:12:44:6d:cd:92,IllinoisNet_Guest

wap-0563-38,44:12:44:6a:68:10,IllinoisNet

wap-0563-38,44:12:44:6a:68:11,eduroam

wap-0563-38,44:12:44:6a:68:12,IllinoisNet_Guest

wap-0563-38,44:12:44:6a:67:f2,IllinoisNet_Guest

wap-0563-38,44:12:44:6a:67:f1,eduroam

wap-0563-38,44:12:44:6a:67:f0,IllinoisNet

wap-0563-39,44:12:44:6c:c7:c2,IllinoisNet_Guest

wap-0563-39,44:12:44:6c:c7:c1,eduroam

wap-0563-39,44:12:44:6c:c7:c0,IllinoisNet

wap-0563-39,44:12:44:6c:c7:a2,IllinoisNet_Guest

wap-0563-39,44:12:44:6c:c7:a1,eduroam

wap-0563-39,44:12:44:6c:c7:a0,IllinoisNet

wap-0563-40,44:12:44:6a:d0:80,IllinoisNet

wap-0563-40,44:12:44:6a:d0:81,eduroam

wap-0563-40,44:12:44:6a:d0:82,IllinoisNet_Guest

wap-0563-40,44:12:44:6a:d0:60,IllinoisNet

wap-0563-40,44:12:44:6a:d0:61,eduroam

wap-0563-40,44:12:44:6a:d0:62,IllinoisNet_Guest

wap-0563-41,44:12:44:69:70:60,IllinoisNet

wap-0563-41,44:12:44:69:70:62,IllinoisNet_Guest

wap-0563-41,44:12:44:69:70:61,eduroam

wap-0563-41,44:12:44:69:70:40,IllinoisNet

wap-0563-41,44:12:44:69:70:42,IllinoisNet_Guest

wap-0563-41,44:12:44:69:70:41,eduroam

wap-0563-42,44:12:44:69:61:30,IllinoisNet

wap-0563-42,44:12:44:69:61:31,eduroam

wap-0563-42,44:12:44:69:61:32,IllinoisNet_Guest

wap-0563-42,44:12:44:69:61:10,IllinoisNet

wap-0563-42,44:12:44:69:61:11,eduroam

wap-0563-42,44:12:44:69:61:12,IllinoisNet_Guest

wap-0563-43,44:12:44:6e:bf:62,IllinoisNet_Guest

wap-0563-43,44:12:44:6e:bf:61,eduroam

wap-0563-43,44:12:44:6e:bf:60,IllinoisNet

wap-0563-43,44:12:44:6e:bf:42,IllinoisNet_Guest

wap-0563-43,44:12:44:6e:bf:41,eduroam

wap-0563-43,44:12:44:6e:bf:40,IllinoisNet

wap-0563-44,44:12:44:6d:16:e2,IllinoisNet_Guest

wap-0563-44,44:12:44:6d:16:e0,IllinoisNet

wap-0563-44,44:12:44:6d:16:e1,eduroam

wap-0563-44,44:12:44:6d:16:c0,IllinoisNet

wap-0563-44,44:12:44:6d:16:c2,IllinoisNet_Guest

wap-0563-44,44:12:44:6d:16:c1,eduroam

wap-0563-45,44:12:44:6d:83:10,IllinoisNet

wap-0563-45,44:12:44:6d:83:11,eduroam

wap-0563-45,44:12:44:6d:83:12,IllinoisNet_Guest

wap-0563-45,44:12:44:6d:82:f0,IllinoisNet

wap-0563-45,44:12:44:6d:82:f1,eduroam

wap-0563-45,44:12:44:6d:82:f2,IllinoisNet_Guest

wap-0563-46,44:12:44:6d:9b:42,IllinoisNet_Guest

wap-0563-46,44:12:44:6d:9b:41,eduroam

wap-0563-46,44:12:44:6d:9b:40,IllinoisNet

wap-0563-46,44:12:44:6d:9b:22,IllinoisNet_Guest

wap-0563-46,44:12:44:6d:9b:21,eduroam

wap-0563-46,44:12:44:6d:9b:20,IllinoisNet

wap-0563-47,44:12:44:6c:7f:f2,IllinoisNet_Guest

wap-0563-47,44:12:44:6c:7f:f0,IllinoisNet

wap-0563-47,44:12:44:6c:7f:f1,eduroam

wap-0563-47,44:12:44:6c:7f:d0,IllinoisNet

wap-0563-47,44:12:44:6c:7f:d2,IllinoisNet_Guest

wap-0563-47,44:12:44:6c:7f:d1,eduroam

wap-0563-48,44:12:44:6b:8f:62,IllinoisNet_Guest

wap-0563-48,44:12:44:6b:8f:61,eduroam

wap-0563-48,44:12:44:6b:8f:60,IllinoisNet

wap-0563-48,44:12:44:6b:8f:42,IllinoisNet_Guest

wap-0563-48,44:12:44:6b:8f:41,eduroam

wap-0563-48,44:12:44:6b:8f:40,IllinoisNet

wap-0563-49,44:12:44:6a:4b:f0,IllinoisNet

wap-0563-49,44:12:44:6a:4b:f2,IllinoisNet_Guest

wap-0563-49,44:12:44:6a:4b:f1,eduroam

wap-0563-49,44:12:44:6a:4b:d2,IllinoisNet_Guest

wap-0563-49,44:12:44:6a:4b:d1,eduroam

wap-0563-49,44:12:44:6a:4b:d0,IllinoisNet

wap-0563-50,44:12:44:6e:f8:90,IllinoisNet

wap-0563-50,44:12:44:6e:f8:91,eduroam

wap-0563-50,44:12:44:6e:f8:92,IllinoisNet_Guest

wap-0563-50,44:12:44:6e:f8:70,IllinoisNet

wap-0563-50,44:12:44:6e:f8:71,eduroam

wap-0563-50,44:12:44:6e:f8:72,IllinoisNet_Guest

wap-0563-51,44:12:44:6d:98:10,IllinoisNet

wap-0563-51,44:12:44:6d:98:12,IllinoisNet_Guest

wap-0563-51,44:12:44:6d:98:11,eduroam

wap-0563-51,44:12:44:6d:97:f0,IllinoisNet

wap-0563-51,44:12:44:6d:97:f2,IllinoisNet_Guest

wap-0563-51,44:12:44:6d:97:f1,eduroam

wap-0563-52,44:12:44:69:af:91,eduroam

wap-0563-52,44:12:44:69:af:90,IllinoisNet

wap-0563-52,44:12:44:69:af:92,IllinoisNet_Guest

wap-0563-52,44:12:44:69:af:70,IllinoisNet

wap-0563-52,44:12:44:69:af:71,eduroam

wap-0563-52,44:12:44:69:af:72,IllinoisNet_Guest

wap-0563-53,44:12:44:6d:54:f0,IllinoisNet

wap-0563-53,44:12:44:6d:54:f1,eduroam

wap-0563-53,44:12:44:6d:54:f2,IllinoisNet_Guest

wap-0563-53,44:12:44:6d:54:d0,IllinoisNet

wap-0563-53,44:12:44:6d:54:d1,eduroam

wap-0563-53,44:12:44:6d:54:d2,IllinoisNet_Guest

wap-0563-54,44:12:44:6d:60:62,IllinoisNet_Guest

wap-0563-54,44:12:44:6d:60:61,eduroam

wap-0563-54,44:12:44:6d:60:60,IllinoisNet

wap-0563-54,44:12:44:6d:60:42,IllinoisNet_Guest

wap-0563-54,44:12:44:6d:60:41,eduroam

wap-0563-54,44:12:44:6d:60:40,IllinoisNet

wap-0563-55,44:12:44:6b:03:82,IllinoisNet_Guest

wap-0563-55,44:12:44:6b:03:81,eduroam

wap-0563-55,44:12:44:6b:03:80,IllinoisNet

wap-0563-55,44:12:44:6b:03:62,IllinoisNet_Guest

wap-0563-55,44:12:44:6b:03:61,eduroam

wap-0563-55,44:12:44:6b:03:60,IllinoisNet

wap-0563-56,44:12:44:69:bb:60,IllinoisNet

wap-0563-56,44:12:44:69:bb:62,IllinoisNet_Guest

wap-0563-56,44:12:44:69:bb:61,eduroam

wap-0563-56,44:12:44:69:bb:42,IllinoisNet_Guest

wap-0563-56,44:12:44:69:bb:41,eduroam

wap-0563-56,44:12:44:69:bb:40,IllinoisNet

wap-0563-57,44:12:44:6b:35:00,IllinoisNet

wap-0563-57,44:12:44:6b:35:01,eduroam

wap-0563-57,44:12:44:6b:35:02,IllinoisNet_Guest

wap-0563-57,44:12:44:6b:34:e0,IllinoisNet

wap-0563-57,44:12:44:6b:34:e1,eduroam

wap-0563-57,44:12:44:6b:34:e2,IllinoisNet_Guest

wap-0563-58,44:12:44:69:58:c0,IllinoisNet

wap-0563-58,44:12:44:69:58:c2,IllinoisNet_Guest

wap-0563-58,44:12:44:69:58:c1,eduroam

wap-0563-58,44:12:44:69:58:a2,IllinoisNet_Guest

wap-0563-58,44:12:44:69:58:a1,eduroam

wap-0563-58,44:12:44:69:58:a0,IllinoisNet

